name = libreria
x = 5.000000
y = 0.000000

name = libreria
x = 2.000000
y = 1.000000

name = libreria
x = 4.000000
y = 3.000000

name = libreria
x = 1.000000
y = 0.000000

name = libreria
x = 1.000000
y = 1.000000

name = libreria
x = 1.000000
y = 0.000000

name = libreria
x = 1.000000
y = 0.000000

name = libreria
x = 1.000000
y = 1.000000

name = libreria
x = 1.000000
y = 1.000000

name = libreria
x = 1.000000
y = 1.000000

name = libreria
x = 1.000000
y = 1.000000

name = libreria
x = 1.000000
y = 1.000000

name = libreria
x = 1.000000
y = 1.000000

name = tappetosx
x = 4.000000
y = 1.000000

name = tappetosx
x = 4.000000
y = 0.000000

name = tappetosx
x = 7.000000
y = 0.000000

name = tappetosx
x = 2.000000
y = 0.000000

name = tappetosx
x = 1.000000
y = 0.000000

name = tappetosx
x = 0.000000
y = 0.000000

name = tappetosx
x = 1.000000
y = 0.000000

name = tappetosx
x = 16.000000
y = 0.000000

name = tappetosx
x = 16.000000
y = 0.000000

name = tappetosx
x = 15.000000
y = 0.000000

name = tappetosx
x = 15.000000
y = 0.000000

name = tappetosx
x = 14.000000
y = 0.000000

name = tappetosx
x = 14.000000
y = 0.000000

name = tappetosx
x = 13.000000
y = 0.000000

name = tappetosx
x = 13.000000
y = 0.000000

name = tappetosx
x = 12.000000
y = 0.000000

name = tappetosx
x = 12.000000
y = 0.000000

name = tappetosx
x = 11.000000
y = 0.000000

name = tappetosx
x = 11.000000
y = 0.000000

name = tappetosx
x = 10.000000
y = 0.000000

name = tappetosx
x = 10.000000
y = 0.000000

name = tappetosx
x = 9.000000
y = 0.000000

name = tappetosx
x = 9.000000
y = 0.000000

name = tappetosx
x = 8.000000
y = 0.000000

name = tappetosx
x = 8.000000
y = 0.000000

name = tappetosx
x = 8.000000
y = 0.000000

name = tappetosx
x = 8.000000
y = 0.000000

name = tappetosx
x = 7.000000
y = 0.000000

name = tappetosx
x = 7.000000
y = 0.000000

name = tappetosx
x = 6.000000
y = 0.000000

name = tappetosx
x = 6.000000
y = 0.000000

name = tappetosx
x = 5.000000
y = 0.000000

name = tappetosx
x = 5.000000
y = 0.000000

name = tappetosx
x = 4.000000
y = 0.000000

name = tappetosx
x = 4.000000
y = 0.000000

name = tappetosx
x = 4.000000
y = 0.000000

name = tappetosx
x = 4.000000
y = 0.000000

name = tappetosx
x = 3.000000
y = 0.000000

name = tappetosx
x = 3.000000
y = 0.000000

name = tappetosx
x = 3.000000
y = 0.000000

name = tappetosx
x = 2.000000
y = 0.000000

name = tappetosx
x = 2.000000
y = 0.000000

name = tappetosx
x = 2.000000
y = 0.000000

name = tappetosx
x = 1.000000
y = 0.000000

name = tappetosx
x = 1.000000
y = 0.000000

name = tappetosx
x = 1.000000
y = 0.000000

name = tappetosx
x = 1.000000
y = 0.000000

name = tappetosx
x = 0.000000
y = 0.000000

name = tappetosx
x = 2.000000
y = 4.000000

name = tappetosx
x = 7.000000
y = 3.000000

name = tappetosx
x = 13.000000
y = 3.000000

name = tappetosx
x = 8.000000
y = 6.000000

name = tappetosx
x = 6.000000
y = 4.000000

name = tappetosx
x = 2.000000
y = 7.000000

name = tappetosx
x = 15.000000
y = 6.000000

name = armadio
x = 2.000000
y = 1.000000

name = player1
x = 3.000000
y = 5.000000

name = player2
x = 7.000000
y = 5.000000

